Date Published,Lat,Lon,Street,Size,Price Per SQMT
2023-10-23/2023-10-29,41.657316,44.872239390029385,კრწანისის რაიონი,1.0554089709762533e-05,1638.89
2023-10-23/2023-10-29,41.6671043,44.8930646,ოცხელის ქუჩა,1.0554089709762533e-05,1083.33
2023-10-23/2023-10-29,41.6721906,44.8773537,ბერი გაბრიელ სალოსის გამზირი,1.0554089709762533e-05,804.6
2023-10-23/2023-10-29,41.6735884,44.8523018,შ. ნადირაშვილის ქუჩა,4.221635883905013e-05,1196.46
2023-10-23/2023-10-29,41.6754651,44.8773492,მოსკოვის გამზირი,3.16622691292876e-05,1118.52
2023-10-23/2023-10-29,41.6760312,44.8189321,კრწანისის I გასასვლელი,2.1108179419525066e-05,2803.435
2023-10-23/2023-10-29,41.6770168,44.8388703,რიჩარდ ჰოლბრუკის ქუჩა,1.0554089709762533e-05,1735.85
2023-10-23/2023-10-29,41.6866296,44.8158428,გრიშაშვილის ქუჩა,1.0554089709762533e-05,1650.0
2023-10-23/2023-10-29,41.6872642,44.8237051,ბოდბის ქუჩის,1.0554089709762533e-05,1670.0
2023-10-23/2023-10-29,41.6886257,44.9786133,Tbilisi Railway Bypass,1.0554089709762533e-05,1142.86
2023-10-23/2023-10-29,41.68943,44.8595197,შალვა აზმაიფარაშვილის ქუჩა,1.0554089709762533e-05,1228.26
2023-10-23/2023-10-29,41.6904488,44.8869191,გიორგი აბაშვილის ქუჩა,1.0554089709762533e-05,1036.59
2023-10-23/2023-10-29,41.693202,44.8580962,დავით კვაჭანტირაძის ქუჩა,1.0554089709762533e-05,1341.46
2023-10-23/2023-10-29,41.6934591,44.8014495,თბილისი,2.1108179419525066e-05,2456.935
2023-10-23/2023-10-29,41.7001999,44.8519182,თეოფანე დავითაიას ქუჩა,1.0554089709762533e-05,843.37
2023-10-23/2023-10-29,41.70167015,44.847662265370126,ვაზისუბნის 1-ლი მიკრორაიონი,1.0554089709762533e-05,1240.74
2023-10-23/2023-10-29,41.7037263,44.7724829,გიორგი შატბერაშვილის ქუჩა,1.0554089709762533e-05,1968.42
2023-10-23/2023-10-29,41.7039551,44.8483474,ზურაბ პატარიძის ქუჩა,1.0554089709762533e-05,1250.0
2023-10-23/2023-10-29,41.7063787,44.8029491,მიხეილ წინამძღვრიშვილის ქუჩა,1.0554089709762533e-05,1331.42
2023-10-23/2023-10-29,41.7067619,44.7817388,სიმონ ჯანაშიას ქუჩა,1.0554089709762533e-05,1592.59
2023-10-23/2023-10-29,41.7071717,44.7885558,ნიკო ნიკოლაძის ქუჩა,1.0554089709762533e-05,946.6
2023-10-23/2023-10-29,41.7101506,44.8193015,პ. ბაგრატიონის ქუჩა,2.1108179419525066e-05,1360.295
2023-10-23/2023-10-29,41.7152447,44.7574165,ვლადიმერ გაბაშვილის ქუჩა,1.0554089709762533e-05,1.75
2023-10-23/2023-10-29,41.7181101,44.7833032,მერაბ ალექსიძის III შეს.,3.16622691292876e-05,1677.02
2023-10-23/2023-10-29,41.7191232,44.7370577,უნივერსიტეტის I შესახვევი,1.0554089709762533e-05,1155.41
2023-10-23/2023-10-29,41.7195641,44.7590348,ბახტრიონის ქუჩა,2.1108179419525066e-05,1666.665
2023-10-23/2023-10-29,41.7200371,44.7164636,ანა პოლიტკოვსკაიას ქუჩა,3.16622691292876e-05,1453.33
2023-10-23/2023-10-29,41.7215552,44.720010833729745,ვაჟა-ფშაველას გამზირის VI კვარტალი,1.0554089709762533e-05,1222.22
2023-10-23/2023-10-29,41.724162,44.7311381,ვაჟა-ფშაველას გამზირის 2 კვარტალი,1.0554089709762533e-05,1341.46
2023-10-23/2023-10-29,41.7243479,44.7620268,ადამ მიცკევიჩის ქუჩა,1.0554089709762533e-05,2500.0
2023-10-23/2023-10-29,41.7244082,44.7168682,ზურაბ ანჯაფარიძის ქუჩა,1.0554089709762533e-05,2180.33
2023-10-23/2023-10-29,41.7257647,44.73429918071663,ვაჟა-ფშაველას გამზირის II კვარტალი,1.0554089709762533e-05,1533.33
2023-10-23/2023-10-29,41.7259247,44.8021605,მიხეილ მესხის I შესახვევი,1.0554089709762533e-05,1108.11
2023-10-23/2023-10-29,41.7270196,44.7995778,ც.დადიანის,1.0554089709762533e-05,1277.11
2023-10-23/2023-10-29,41.7306873,44.7521294,ვ. ჩიქოვანის ქუჩა,2.1108179419525066e-05,1296.875
2023-10-23/2023-10-29,41.7333939,44.764809,ი. ნონეშვილის ქუჩა,1.0554089709762533e-05,1150.0
2023-10-23/2023-10-29,41.7399325,44.7706916,აკაკი ბაქრაძის ქუჩა,1.0554089709762533e-05,1071.43
2023-10-23/2023-10-29,41.742052099999995,44.85405842500002,თბილისის ზღვა,1.0554089709762533e-05,1333.33
2023-10-23/2023-10-29,41.743903849999995,44.73460484132602,ლისის ტბა,1.0554089709762533e-05,2246.38
2023-10-23/2023-10-29,41.7526098,44.78907518455388,,1.0554089709762533e-05,1058.82
2023-10-23/2023-10-29,41.7672372,44.7624451,გიორგი ბრწყინვალეს ქუჩა,1.0554089709762533e-05,1164.38
2023-10-23/2023-10-29,41.7849279,44.7642937,ასმათის ქუჩა,1.0554089709762533e-05,850.24
2023-10-23/2023-10-29,41.7867757,44.7569113,ვეფხისტყაოსნის ქუჩა,2.1108179419525066e-05,1017.1999999999999
2023-10-23/2023-10-29,41.7891173,44.8109021,თენგიზ შეშელიძის ქუჩა,1.0554089709762533e-05,1328.57
2023-10-23/2023-10-29,41.7924757,44.739673,არჩილ მეფის ქუჩა,1.0554089709762533e-05,1233.33
2023-10-23/2023-10-29,41.7938884,44.755381,პეტრე იბერის ქუჩა,1.0554089709762533e-05,1387.24
2023-10-23/2023-10-29,41.7983681,44.7742156,გრიგოლ ფერაძის ქუჩა,1.0554089709762533e-05,1133.33
2023-10-23/2023-10-29,41.8009587,44.7479203,ასი ათასი მოწამის ქუჩა,1.0554089709762533e-05,1327.59
2023-10-23/2023-10-29,41.8225231,44.7844664,წმინდა ქეთევან წამებულის სახელობის ეკლესია,6.33245382585752e-05,1456.69
2023-10-23/2023-10-29,41.8262639,44.8057542,ნოდარ დუმბაძის ქუჩა,1.0554089709762533e-05,882.35
2023-10-23/2023-10-29,41.839807,43.384652,Tbilisi,1.0554089709762533e-05,1935.48
2023-10-30/2023-11-05,41.6284342,44.9222642,რუსთავის გზატკეცილი,1.0554089709762533e-05,704.55
2023-10-30/2023-11-05,41.6305462,44.91769801455217,ფონიჭალა,2.1108179419525066e-05,736.365
2023-10-30/2023-11-05,41.6452857,44.7534459,თრიალეთის ქუჩა,8.443271767810026e-05,1549.055
2023-10-30/2023-11-05,41.6474869,44.7602777,გრ. რობაქიძის II შესახვევი,4.221635883905013e-05,1060.24
2023-10-30/2023-11-05,41.6477717,45.5540756,ბადიაურის გამგეობა (Badiauri Town Hall),2.1108179419525066e-05,1192.31
2023-10-30/2023-11-05,41.6530496,44.7553301,ვახტანგ გორგასლის ქუჩა,0.0005065963060686016,1372.005
2023-10-30/2023-11-05,41.657316,44.872239390029385,კრწანისის რაიონი,0.000158311345646438,2298.57
2023-10-30/2023-11-05,41.6613435,44.7134386,იუნკერთა ქუჩა,1.0554089709762533e-05,1200.0
2023-10-30/2023-11-05,41.6668639,44.8891798,ქინძმარაულის I შესახვევი,7.387862796833773e-05,1009.26
2023-10-30/2023-11-05,41.6669144,44.8973184,ნაკადულის ქუჩა,2.1108179419525066e-05,1038.46
2023-10-30/2023-11-05,41.6671043,44.8930646,ოცხელის ქუჩა,8.443271767810026e-05,1000.0
2023-10-30/2023-11-05,41.66818275,44.85258474812308,ორთაჭალის სასაფლაო,5.277044854881267e-05,1129.03
2023-10-30/2023-11-05,41.6696516,44.9135732,Gumathesi Street,1.0554089709762533e-05,788.46
2023-10-30/2023-11-05,41.6721906,44.8773537,ბერი გაბრიელ სალოსის გამზირი,0.0004432717678100264,1083.09
2023-10-30/2023-11-05,41.6732122,44.87276813300214,,2.1108179419525066e-05,783.96
2023-10-30/2023-11-05,41.6735884,44.8523018,შ. ნადირაშვილის ქუჩა,0.00039050131926121373,1114.94
2023-10-30/2023-11-05,41.6754651,44.8773492,მოსკოვის გამზირი,0.0007282321899736147,981.13
2023-10-30/2023-11-05,41.675465700000004,44.829620476266534,დიმიტრი გულუას მოედანი,3.16622691292876e-05,1642.86
2023-10-30/2023-11-05,41.6760312,44.8189321,კრწანისის I გასასვლელი,1.0554089709762533e-05,2831.33
2023-10-30/2023-11-05,41.6760677,44.8350528,დიმიტრი გულიას ქუჩა,9.49868073878628e-05,1298.7
2023-10-30/2023-11-05,41.67659915,44.85307476129846,მაიორ შალვა დოლიძის სახელობის სკვერი,0.0001266490765171504,1870.1
2023-10-30/2023-11-05,41.67671025,44.91284284491345,,1.0554089709762533e-05,706.67
2023-10-30/2023-11-05,41.6770168,44.8388703,რიჩარდ ჰოლბრუკის ქუჩა,0.00014775725593667546,1666.67
2023-10-30/2023-11-05,41.6770823,44.7794082,ტ. ტაბიძის 1-ლი შესახვევი,3.16622691292876e-05,2000.0
2023-10-30/2023-11-05,41.6772915,44.8826722,გრიგოლ ლორთქიფანიძის ქუჩა,1.0554089709762533e-05,1200.0
2023-10-30/2023-11-05,41.6775804,44.8498954,დოდაშვილის ქუჩა,0.0001266490765171504,1101.12
2023-10-30/2023-11-05,41.68173135,44.82019138848683,,0.00011609498680738787,1132.08
2023-10-30/2023-11-05,41.6820281,44.82412553155259,ჟანი კალანდაძის პარკი,0.0001266490765171504,1173.5149999999999
2023-10-30/2023-11-05,41.6820446,44.7681777,კოჯრის გზატკეცილი,2.1108179419525066e-05,2792.895
2023-10-30/2023-11-05,41.6823956,44.8400103,ნავთლუღის ქუჩა,0.0004116094986807388,1552.0
2023-10-30/2023-11-05,41.682465,44.9175141,ქიზიყის ქუჩა,2.1108179419525066e-05,912.965
2023-10-30/2023-11-05,41.6829162,44.839588,სტეფანე ჭრელაშვილის ქუჩა,1.0554089709762533e-05,1833.85
2023-10-30/2023-11-05,41.6833116,44.8706053,ჯავახეთის ქუჩა,0.0001266490765171504,1195.7
2023-10-30/2023-11-05,41.6835791,44.8267092,300 არაგველის ხიდი,1.0554089709762533e-05,2916.67
2023-10-30/2023-11-05,41.6843626,44.7838358,მარო მაყაშვილის აღმართი,3.16622691292876e-05,1813.95
2023-10-30/2023-11-05,41.685827,44.6936984,ვახტანგ გორგასლის I შეს.,1.0554089709762533e-05,1428.57
2023-10-30/2023-11-05,41.6860941,44.8883092,შუამთის ქუჩა,5.277044854881267e-05,1078.43
2023-10-30/2023-11-05,41.686574,44.8804163049863,მესამე მასივი,5.277044854881267e-05,1084.91
2023-10-30/2023-11-05,41.6866296,44.8158428,გრიშაშვილის ქუჩა,4.221635883905013e-05,1675.0
2023-10-30/2023-11-05,41.6867619,44.8268581,ბოჭორმის ქუჩა,9.49868073878628e-05,2108.28
2023-10-30/2023-11-05,41.6871874,44.8333234,ლეხ კაჩინსკის ქუჩა,4.221635883905013e-05,1501.28
2023-10-30/2023-11-05,41.6872822,44.7719586,დავით გურამიშვილის ქუჩა,0.0003271767810026385,1224.49
2023-10-30/2023-11-05,41.6882016,44.8276203,ვაჟა ივერიელის ქუჩა,2.1108179419525066e-05,1618.1799999999998
2023-10-30/2023-11-05,41.6882738,44.8111976,აბანოს I ჩიხი,2.1108179419525066e-05,2295.455
2023-10-30/2023-11-05,41.6886257,44.9786133,Tbilisi Railway Bypass,7.387862796833773e-05,1055.56
2023-10-30/2023-11-05,41.6887246,44.879234,კალოუბნის ქუჩა,2.1108179419525066e-05,1197.225
2023-10-30/2023-11-05,41.6888314,44.8204204,ფარნავაზ I,0.0004116094986807388,1186.44
2023-10-30/2023-11-05,41.68887245,44.80457257468296,ბეთლემის ეკლესია,1.0554089709762533e-05,1445.78
2023-10-30/2023-11-05,41.6888828,44.8515174,კაკაბეთის ქუჩა,1.0554089709762533e-05,833.33
2023-10-30/2023-11-05,41.6890089,44.7727506,ბესიკის ქუჩა,2.1108179419525066e-05,2123.565
2023-10-30/2023-11-05,41.6890352,44.8602673,გოჩა ონაშვილის ქუჩა,2.1108179419525066e-05,1093.75
2023-10-30/2023-11-05,41.6891698,44.91521861267774,ლუკოილი,2.1108179419525066e-05,2867.28
2023-10-30/2023-11-05,41.68943,44.8595197,შალვა აზმაიფარაშვილის ქუჩა,2.1108179419525066e-05,1251.12
2023-10-30/2023-11-05,41.6895389,44.8565577,დიმიტრი უზნაძის ქუჩა,6.33245382585752e-05,1528.6100000000001
2023-10-30/2023-11-05,41.6897908,44.86795670709502,,1.0554089709762533e-05,1291.67
2023-10-30/2023-11-05,41.6899513,44.8238325,გუთნის ქუჩა,1.0554089709762533e-05,2289.05
2023-10-30/2023-11-05,41.6899657,44.8357682,დოესის ქუჩა,1.0554089709762533e-05,2068.97
2023-10-30/2023-11-05,41.6900752,44.791722,ოქროყანის ქუჩა,1.0554089709762533e-05,882.35
2023-10-30/2023-11-05,41.6902213,44.7944809,ამაღლების შეს.,0.00011609498680738787,2280.7
2023-10-30/2023-11-05,41.6904488,44.8869191,გიორგი აბაშვილის ქუჩა,0.00013720316622691292,1000.0
2023-10-30/2023-11-05,41.6904495,44.7943299,შ. მესხის ქუჩა,1.0554089709762533e-05,1818.18
2023-10-30/2023-11-05,41.6906301,44.7972986,პაოლო იაშვილის ქუჩა,1.0554089709762533e-05,1555.56
2023-10-30/2023-11-05,41.690639000000004,44.69479108152969,წყნეთის ტყეპარკი,4.221635883905013e-05,1693.365
2023-10-30/2023-11-05,41.6908029,44.8467084,სერგი დურმიშიძის ქუჩა,1.0554089709762533e-05,1137.93
2023-10-30/2023-11-05,41.6909142,44.8257614,ახმეტის ქუჩა,4.221635883905013e-05,1550.0
2023-10-30/2023-11-05,41.6909594,44.7998978,ივანე მაჩაბლის ქუჩა,1.0554089709762533e-05,1666.67
2023-10-30/2023-11-05,41.691037,44.804668,აბო თბილელის ქუჩა,1.0554089709762533e-05,2100.0
2023-10-30/2023-11-05,41.6910712,44.8227987,ილიკო ქურხულის მოსახვევი,1.0554089709762533e-05,1631.58
2023-10-30/2023-11-05,41.6912848,44.8026872,მიხეილ ლერმონტოვის ქუჩა,6.33245382585752e-05,1778.95
2023-10-30/2023-11-05,41.6913092,44.8705358,ლიზა ნაკაშიძე-ბოლქვაძის ქუჩა,1.0554089709762533e-05,928.57
2023-10-30/2023-11-05,41.6915019,44.8341209,ჯორჯ ბუშის ქუჩა,1.0554089709762533e-05,1071.43
2023-10-30/2023-11-05,41.6916062,44.8706574,ვარკეთილი,1.0554089709762533e-05,1000.0
2023-10-30/2023-11-05,41.6918731,44.8151723,ავლაბრის მოედანი,1.0554089709762533e-05,944.44
2023-10-30/2023-11-05,41.6922896,44.8624694,ალექსანდრე წულუკიძის ქუჩა,0.00016886543535620053,1195.0
2023-10-30/2023-11-05,41.6923942,44.8052975,ვახტანგ ბერიძის ქუჩა,2.1108179419525066e-05,2822.23
2023-10-30/2023-11-05,41.6930311,44.8193296,ნიკიფორე ირბახის ქუჩა,6.33245382585752e-05,2652.56
2023-10-30/2023-11-05,41.6931351,44.7958236,პეტრე ჩაიკოვსკის ქუჩა,8.443271767810026e-05,2000.0
2023-10-30/2023-11-05,41.693202,44.8580962,დავით კვაჭანტირაძის ქუჩა,1.0554089709762533e-05,893.33
2023-10-30/2023-11-05,41.6932455,44.8133956,დუშეთის ქუჩა,1.0554089709762533e-05,10.91
2023-10-30/2023-11-05,41.6934591,44.8014495,თბილისი,0.00016886543535620053,1447.9099999999999
2023-10-30/2023-11-05,41.6936215,44.7945991,დანიელ ჭონქაძის ქუჩა,2.1108179419525066e-05,1839.2849999999999
2023-10-30/2023-11-05,41.6938707,44.8013443,თავისუფლების მოედანი,4.221635883905013e-05,1229.87
2023-10-30/2023-11-05,41.6943656,44.80171416847364,პუშკინის პარკი,1.0554089709762533e-05,1403.51
2023-10-30/2023-11-05,41.6947899,44.8159154,კონსტანტინე ერისთავის ქუჩა,0.0001266490765171504,1707.41
2023-10-30/2023-11-05,41.6948246,44.794709,შიო ჩიტაძის ქუჩა,3.16622691292876e-05,2100.0
2023-10-30/2023-11-05,41.6952643,44.9091933,ზაზა დამენიას ქუჩა,1.0554089709762533e-05,1820.0
2023-10-30/2023-11-05,41.6952649,44.8195904,მარტყოფის ქუჩა,3.16622691292876e-05,1562.5
2023-10-30/2023-11-05,41.6953823,44.8044122,ილია და ნინო ნაკაშიძეების ქუჩა,1.0554089709762533e-05,1733.33
2023-10-30/2023-11-05,41.69588645,44.78900241377039,მთაწმინდის პანთეონი,3.16622691292876e-05,2506.1
2023-10-30/2023-11-05,41.6960185,44.8824055,რომანოზ ხომლელის ქუჩა,0.00011609498680738787,1000.0
2023-10-30/2023-11-05,41.6964344,44.8541683,ნიკო მუსხელიშვილის ქუჩა,2.1108179419525066e-05,888.325
2023-10-30/2023-11-05,41.6965575,44.7963111,პავლე ინგოროყვას შესახევი,4.221635883905013e-05,2769.2650000000003
2023-10-30/2023-11-05,41.6966207,44.8452992,მესხეთის ქუჩა,2.1108179419525066e-05,1320.58
2023-10-30/2023-11-05,41.6968287,44.7933634,დიმიტრი ყიფიანის ქუჩა,4.221635883905013e-05,1513.1599999999999
2023-10-30/2023-11-05,41.696858899999995,44.808268736443296,ნიკოლოზ ბარათაშვილის ხიდი,1.0554089709762533e-05,2080.0
2023-10-30/2023-11-05,41.696996,44.8141498,ერევნის ქუჩა,3.16622691292876e-05,1388.89
2023-10-30/2023-11-05,41.6970028,44.8213852,საინგილოს ქუჩა,3.16622691292876e-05,1077.42
2023-10-30/2023-11-05,41.697489,44.7955152,მიხაი ზიჩის ქუჩა,8.443271767810026e-05,2352.94
2023-10-30/2023-11-05,41.697589,44.7921677,ვეძინის ქუჩა,2.1108179419525066e-05,1720.63
2023-10-30/2023-11-05,41.6976077,44.7965839,ტარას შევჩენკოს ქუჩა,2.1108179419525066e-05,3102.54
2023-10-30/2023-11-05,41.6983438,44.8010491,რევაზ თაბუკაშვილის ქუჩა,1.0554089709762533e-05,1634.15
2023-10-30/2023-11-05,41.6983773,44.8026339,ფხოვის ქუჩა,1.0554089709762533e-05,2045.45
2023-10-30/2023-11-05,41.6986866,44.6991008,არსენას ქუჩა,1.0554089709762533e-05,2000.0
2023-10-30/2023-11-05,41.6987354,44.793547,არსენა ოძელაშვილის ქუჩა,1.0554089709762533e-05,1075.27
2023-10-30/2023-11-05,41.6988754,44.8520951,შალვა მშველიძის ქუჩა,5.277044854881267e-05,1153.85
2023-10-30/2023-11-05,41.699344,44.8050557,სანაპიროს ქუჩა,1.0554089709762533e-05,1328.67
2023-10-30/2023-11-05,41.6994331,44.8110477,ნიკოლოზ ანთელავას ქუჩა,1.0554089709762533e-05,2468.44
2023-10-30/2023-11-05,41.6994363,44.8528847,შანდორ პეტეფის ქუჩა,0.00017941952506596306,1064.94
2023-10-30/2023-11-05,41.6997526,44.8173572,გუმბრის ქუჩა,1.0554089709762533e-05,1500.0
2023-10-30/2023-11-05,41.7000055,44.8879953,მიხეილ გახოკიძის ქუჩა,4.221635883905013e-05,1161.5500000000002
2023-10-30/2023-11-05,41.7001999,44.8519182,თეოფანე დავითაიას ქუჩა,3.16622691292876e-05,1279.07
2023-10-30/2023-11-05,41.7005039,44.7757512,რევაზ ჯაფარიძის ქუჩა,3.16622691292876e-05,1739.13
2023-10-30/2023-11-05,41.7008101,44.8090847,ნინო ჩხეიძის ქუჩა,2.1108179419525066e-05,1031.25
2023-10-30/2023-11-05,41.7011172,44.7903804,ვ. სარაჯიშვილის ქუჩა,1.0554089709762533e-05,1208.33
2023-10-30/2023-11-05,41.70115155,44.93839143472633,სამგორის რაიონი,6.33245382585752e-05,894.6700000000001
2023-10-30/2023-11-05,41.7015494,44.7957882,რევაზ ლაღიძის ქუჩა,3.16622691292876e-05,2333.33
2023-10-30/2023-11-05,41.7016292,44.8000225,მარია ბროსეს ქუჩა,1.0554089709762533e-05,2500.0
2023-10-30/2023-11-05,41.70167015,44.847662265370126,ვაზისუბნის 1-ლი მიკრორაიონი,0.00039050131926121373,849.17
2023-10-30/2023-11-05,41.7018156,44.7823367,ვალერიან გუნიას II გას.,1.0554089709762533e-05,1750.0
2023-10-30/2023-11-05,41.7029189,44.7926852,შოთა რუსთაველის გამზირი,5.277044854881267e-05,2750.0
2023-10-30/2023-11-05,41.7029471,44.7788582,გურამ რჩეულიშვილის ქუჩა,6.33245382585752e-05,1813.8449999999998
2023-10-30/2023-11-05,41.7029979,44.7815528,იაკობ გოგებაშვილის II ჩიხი,7.387862796833773e-05,2352.94
2023-10-30/2023-11-05,41.7030702,44.7845482,ანასტასია ერისთავ-ხოშტარიას ქუჩა,2.1108179419525066e-05,2750.0
2023-10-30/2023-11-05,41.7037263,44.7724829,გიორგი შატბერაშვილის ქუჩა,0.00010554089709762533,2407.3149999999996
2023-10-30/2023-11-05,41.7039551,44.8483474,ზურაბ პატარიძის ქუჩა,0.00011609498680738787,1254.39
2023-10-30/2023-11-05,41.7040318,44.7877933,Goethe-Institut in Georgien,4.221635883905013e-05,1233.755
2023-10-30/2023-11-05,41.7040582,44.8082696,მიხეილ ბუხაიძის ქუჩა,1.0554089709762533e-05,2494.91
2023-10-30/2023-11-05,41.7041899,44.7855688,მიხეილ ზანდუკელის ქუჩა,4.221635883905013e-05,2815.975
2023-10-30/2023-11-05,41.7043433,44.709083,ნუშის ბაღების ქუჩა,1.0554089709762533e-05,1104.62
2023-10-30/2023-11-05,41.7046742,44.770178,მარუხის გმირების ქუჩა,3.16622691292876e-05,2343.75
2023-10-30/2023-11-05,41.7051737,44.7865877,თამარ ჭოველიძის ქუჩა,3.16622691292876e-05,2600.0
2023-10-30/2023-11-05,41.7052411,44.7721433,ქობულეთის I. შესასვლელი,1.0554089709762533e-05,2176.87
2023-10-30/2023-11-05,41.7053779,44.8081745,ვეძათხევის ქუჩა,1.0554089709762533e-05,1143.26
2023-10-30/2023-11-05,41.7055727,44.7636174,აბაშელის ქუჩა,1.0554089709762533e-05,2831.86
2023-10-30/2023-11-05,41.7056436,44.7358963,ირაკლი უჩანეიშვილის ქუჩა,1.0554089709762533e-05,2380.95
2023-10-30/2023-11-05,41.7059334,44.788552,ვაშლოვანის ქუჩა,1.0554089709762533e-05,1506.85
2023-10-30/2023-11-05,41.7060477,44.7709185,მცხეთის ქუჩა,7.387862796833773e-05,2586.21
2023-10-30/2023-11-05,41.706205,44.7904128,ლეო ქიაჩელის ქუჩა,3.16622691292876e-05,2846.15
2023-10-30/2023-11-05,41.7063194,44.7747451,შროშის ქუჩა,2.1108179419525066e-05,2211.54
2023-10-30/2023-11-05,41.7063392,44.8481888,ჯუმბერ ლეჟავას I შესახვევი,2.1108179419525066e-05,1019.69
2023-10-30/2023-11-05,41.7063539,44.7579531,ცხვედაძის ქ.,4.221635883905013e-05,1620.31
2023-10-30/2023-11-05,41.7063787,44.8029491,მიხეილ წინამძღვრიშვილის ქუჩა,5.277044854881267e-05,1454.74
2023-10-30/2023-11-05,41.7064319,44.8012111,კიევის ქუჩა,1.0554089709762533e-05,1511.63
2023-10-30/2023-11-05,41.7064502,44.7682302,შალვა რადიანის ქუჩა,1.0554089709762533e-05,1600.0
2023-10-30/2023-11-05,41.7065053,44.7668787,არაყიშვილის I ჩიხი,8.443271767810026e-05,2391.3
2023-10-30/2023-11-05,41.7066772,44.7865125,მელიქიშვილის გამზირი,0.000158311345646438,3000.0
2023-10-30/2023-11-05,41.7067619,44.7817388,სიმონ ჯანაშიას ქუჩა,7.387862796833773e-05,1960.78
2023-10-30/2023-11-05,41.706933,44.7778367,ვასილ ბარნოვის ქუჩა,0.00013720316622691292,2142.86
2023-10-30/2023-11-05,41.7071717,44.7885558,ნიკო ნიკოლაძის ქუჩა,5.277044854881267e-05,1879.7
2023-10-30/2023-11-05,41.7074231,44.7806095,ვასილ პეტრიაშვილის ქუჩა,3.16622691292876e-05,2251.5
2023-10-30/2023-11-05,41.7076235,44.8075429,შიო არაგვისპირელის ქუჩა,1.0554089709762533e-05,756.1
2023-10-30/2023-11-05,41.7079852,44.7739069,ზაქარია ფალიაშვილის ქუჩა,0.00016886543535620053,1874.165
2023-10-30/2023-11-05,41.7080349,44.8590477,თბილისის ზღვის ახალი ქალაქი,0.0001266490765171504,1205.37
2023-10-30/2023-11-05,41.7082587,44.7935091,უ. ჩხეიძის ქუჩა,3.16622691292876e-05,2000.0
2023-10-30/2023-11-05,41.7082874,44.8055895,არნოლდ ჩიქობავას შესახვევი,2.1108179419525066e-05,1338.94
2023-10-30/2023-11-05,41.7087295,44.8445562,თამარ ღვალაძის II შესახვევი,2.1108179419525066e-05,1148.15
2023-10-30/2023-11-05,41.7087425,44.7978234,სანკტ-პეტერბურგის ქუჩა,1.0554089709762533e-05,1217.39
2023-10-30/2023-11-05,41.7087564,44.7789189,კორნელი კეკელიძის ქუჩა,7.387862796833773e-05,1714.29
2023-10-30/2023-11-05,41.7087786,44.7646793,ოთარი თაქთაქიშვილის ქუჩა,2.1108179419525066e-05,3164.615
2023-10-30/2023-11-05,41.7088451,44.7697397,მირცხულავას ქუჩა,0.0002216358839050132,1155.56
2023-10-30/2023-11-05,41.7089119,44.7830576,გიორგი ქუჩიშვილის ქუჩა,2.1108179419525066e-05,12.35
2023-10-30/2023-11-05,41.7089357,44.8034032,გიორგი მაზნიაშვილის ქუჩა,4.221635883905013e-05,1459.165
2023-10-30/2023-11-05,41.709379,44.79749485218963,მარჯანიშვილის მოედანი,1.0554089709762533e-05,1126.76
2023-10-30/2023-11-05,41.7095941,44.7968749,მარჯანიშვილი,2.1108179419525066e-05,947.3399999999999
2023-10-30/2023-11-05,41.7098152,44.7730111,ატენის ქუჩა,0.00014775725593667546,1528.5700000000002
2023-10-30/2023-11-05,41.7100623,44.8047404,მაქსიმ გორკის ქუჩა,2.1108179419525066e-05,1323.2350000000001
2023-10-30/2023-11-05,41.7101506,44.8193015,პ. ბაგრატიონის ქუჩა,5.277044854881267e-05,1200.0
2023-10-30/2023-11-05,41.7102387,44.7728277,გრიგოლ აბაშიძის ქუჩა,0.00010554089709762533,2568.255
2023-10-30/2023-11-05,41.7104505,44.7565755,ილო მოსაშვილის ქუჩა,2.1108179419525066e-05,1809.575
2023-10-30/2023-11-05,41.7109226,44.8148901,დავითაშვილის ქუჩა,1.0554089709762533e-05,950.82
2023-10-30/2023-11-05,41.71119055,44.72713699223983,,1.0554089709762533e-05,2058.82
2023-10-30/2023-11-05,41.7113175,44.7959967,დავით აღმაშენებლის გამზირი,7.387862796833773e-05,1527.27
2023-10-30/2023-11-05,41.7113604,44.7830694,კოტე მახარაძის ქუჩა,1.0554089709762533e-05,1951.22
2023-10-30/2023-11-05,41.7114294,44.7806317,ვარაზისხევის ქუჩა,4.221635883905013e-05,1351.3600000000001
2023-10-30/2023-11-05,41.7117169,44.72626671202614,,1.0554089709762533e-05,2375.3
2023-10-30/2023-11-05,41.7119183,44.7589481,ლევან მიქელაძის ქუჩა,1.0554089709762533e-05,1000.0
2023-10-30/2023-11-05,41.7120113,44.8775867,ვიქტორ კუპრაძის ქუჩა,0.00014775725593667546,1193.75
2023-10-30/2023-11-05,41.7121766,44.7811063,ჭაბუა ამირეჯიბის გზატკეცილი,6.33245382585752e-05,1840.91
2023-10-30/2023-11-05,41.7125321,44.7667872,"ზ, ავალიშვილის ქუჩა",6.33245382585752e-05,2437.845
2023-10-30/2023-11-05,41.7126196,44.7670307,ნინო რამიშვილის ქუჩა,6.33245382585752e-05,2938.6
2023-10-30/2023-11-05,41.7127756,44.7584983,თენგიზ აბულაძის ქუჩა,1.0554089709762533e-05,2000.0
2023-10-30/2023-11-05,41.7131224,44.8050886,გიორგი ერისთავის ქუჩა,1.0554089709762533e-05,1766.67
