Date Published,General Address,Status,Condition,Article ID,Price Per SQMT
11/2/2023,ვარკეთილი,ახალი აშენებული,მწვანე კარკასი,1,1171.43
11/2/2023,ვაკე,ახალი აშენებული,გარემონტებული,3,1345.79
11/2/2023,ვეძისი,ახალი აშენებული,ახალი რემონტით,4,1928.57
11/2/2023,ვაკე,ახალი აშენებული,მიმდინარე რემონტი,1,1477.73
11/2/2023,ვაკე,ახალი აშენებული,მწვანე კარკასი,3,2892.03
11/2/2023,ვაკე,ძველი აშენებული,გარემონტებული,1,1966.67
11/2/2023,ვაკე,ძველი აშენებული,სარემონტო,1,1714.29
11/2/2023,ვაკე,ახალი აშენებული,ახალი რემონტით,28,2153.05
11/2/2023,ვაკე,ძველი აშენებული,ძველი რემონტით,3,1840
11/2/2023,ვაჟა-ფშაველა,ახალი აშენებული,ახალი რემონტით,8,1831.3
11/2/2023,ვაჟა-ფშაველა,ახალი აშენებული,გარემონტებული,1,813.95
11/2/2023,ვაჟა-ფშაველა,ახალი აშენებული,მწვანე კარკასი,5,1466.67
11/2/2023,ვაჟა-ფშაველა,ძველი აშენებული,ახალი რემონტით,2,709.745
11/2/2023,ვაჟა-ფშაველა,ძველი აშენებული,ძველი რემონტით,4,1000
11/2/2023,ვარკეთილი,ახალი აშენებული,ახალი რემონტით,10,1175.13
11/2/2023,ვარკეთილი,ახალი აშენებული,მიმდინარე რემონტი,1,1185.9
11/3/2023,ნაძალადევი,ახალი აშენებული,თეთრი კარკასი,2,1225.295
11/3/2023,ნაძალადევი,ახალი აშენებული,მწვანე კარკასი,3,1302.08
11/3/2023,ნაძალადევი,ახალი აშენებული,გარემონტებული,2,1298.39
11/3/2023,ორთაჭალა,ახალი აშენებული,ახალი რემონტით,12,1715.69
11/3/2023,ნაძალადევი,ახალი აშენებული,შავი კარკასი,2,1181.015
11/3/2023,ნავთლუღი,ძველი აშენებული,ახალი რემონტით,1,1000
11/3/2023,ნაძალადევი,ახალი აშენებული,ახალი რემონტით,9,1354.84
11/3/2023,ნაძალადევი,ძველი აშენებული,გარემონტებული,1,961.54
11/3/2023,ნუცუბიძის პლატო,ძველი აშენებული,ძველი რემონტით,2,885.885
11/3/2023,ნუცუბიძის პლატო,ახალი აშენებული,ახალი რემონტით,1,1350
11/3/2023,ნუცუბიძის პლატო,ახალი აშენებული,მწვანე კარკასი,1,1114.75
11/3/2023,ნუცუბიძის პლატო,ახალი აშენებული,შავი კარკასი,1,1170.21
11/3/2023,ნუცუბიძის პლატო,მშენებარე,მწვანე კარკასი,2,1300
11/3/2023,ნუცუბიძის პლატო,ძველი აშენებული,ახალი რემონტით,3,937.5
11/3/2023,ნუცუბიძის პლატო,ძველი აშენებული,გარემონტებული,1,861.11
11/3/2023,ნავთლუღი,ახალი აშენებული,ახალი რემონტით,2,1124.42
11/3/2023,ნაძალადევი,ძველი აშენებული,ძველი რემონტით,2,1014.73
11/3/2023,მუხიანი,ძველი აშენებული,ძველი რემონტით,1,971.43
11/3/2023,ისანი,ახალი აშენებული,მწვანე კარკასი,1,902.91
11/3/2023,მუხიანი,მშენებარე,მიმდინარე რემონტი,1,934.92
11/3/2023,ორთაჭალა,ახალი აშენებული,თეთრი კარკასი,5,1018.87
11/3/2023,ისანი,ახალი აშენებული,მიმდინარე რემონტი,1,1496.93
11/3/2023,ისანი,ახალი აშენებული,შავი კარკასი,1,638.04
11/3/2023,ისანი,ძველი აშენებული,ახალი რემონტით,1,1333.33
11/3/2023,ისანი,ძველი აშენებული,ძველი რემონტით,2,885.715
11/3/2023,ლილოს დასახლება,ძველი აშენებული,გარემონტებული,2,638.46
11/3/2023,ლისის ტბის დასახლება,ახალი აშენებული,ახალი რემონტით,11,1558.44
11/3/2023,მუხიანი,ძველი აშენებული,გარემონტებული,2,1120.835
11/3/2023,ლისის ტბის დასახლება,ახალი აშენებული,მწვანე კარკასი,2,1116.105
11/3/2023,ლისის ტბის დასახლება,ძველი აშენებული,შავი კარკასი,1,395.83
11/3/2023,მთაწმინდა,ახალი აშენებული,ახალი რემონტით,3,3076.92
11/3/2023,მთაწმინდა,ძველი აშენებული,ახალი რემონტით,2,2712.77
11/3/2023,მთაწმინდა,ძველი აშენებული,გარემონტებული,1,2750
11/3/2023,მთაწმინდა,ძველი აშენებული,ძველი რემონტით,3,2000
11/3/2023,მუხიანი,ახალი აშენებული,ახალი რემონტით,6,1257.995
11/3/2023,მუხიანი,მშენებარე,თეთრი კარკასი,1,850.41
11/3/2023,ლისის ტბის დასახლება,ახალი აშენებული,შავი კარკასი,2,912.78
11/3/2023,ორთაჭალა,ახალი აშენებული,მწვანე კარკასი,1,900
11/3/2023,ჩუღურეთი,ძველი აშენებული,ახალი რემონტით,3,1421.05
11/3/2023,ორხევი,ახალი აშენებული,ახალი რემონტით,1,1820
11/3/2023,სანზონა,ახალი აშენებული,თეთრი კარკასი,1,1153.54
11/3/2023,სანზონა,ახალი აშენებული,შავი კარკასი,1,878.5
11/3/2023,სანზონა,ძველი აშენებული,ახალი რემონტით,1,1200
11/3/2023,სანზონა,ძველი აშენებული,გარემონტებული,1,897.44
11/3/2023,სანზონა,ძველი აშენებული,ძველი რემონტით,2,1207.21
11/3/2023,სოლოლაკი,ახალი აშენებული,ახალი რემონტით,1,2777.78
11/3/2023,სოლოლაკი,ძველი აშენებული,ახალი რემონტით,2,1778.95
11/3/2023,სანზონა,ახალი აშენებული,ახალი რემონტით,3,1302.33
11/3/2023,სოლოლაკი,ძველი აშენებული,გარემონტებული,1,1778.95
11/3/2023,სოფელი დიღომი,ახალი აშენებული,ახალი რემონტით,1,1268.66
11/3/2023,ჩუღურეთი,ახალი აშენებული,ახალი რემონტით,3,1532.26
11/3/2023,ჩუღურეთი,ახალი აშენებული,გარემონტებული,1,1600
11/3/2023,ისანი,ახალი აშენებული,თეთრი კარკასი,1,1701.78
11/3/2023,ჩუღურეთი,ძველი აშენებული,გარემონტებული,1,1161.29
11/3/2023,ჩუღურეთი,ძველი აშენებული,სარემონტო,3,1454.74
11/3/2023,ჩუღურეთი,ძველი აშენებული,ძველი რემონტით,3,812.5
11/3/2023,სოლოლაკი,ძველი აშენებული,ძველი რემონტით,1,1403.51
11/3/2023,სამგორი,ძველი აშენებული,ძველი რემონტით,3,1009.26
11/3/2023,სამგორი,ძველი აშენებული,გარემონტებული,3,932.2
11/3/2023,სამგორი,ძველი აშენებული,ახალი რემონტით,4,1047.01
11/3/2023,საბურთალო,ახალი აშენებული,ახალი რემონტით,59,1800
11/3/2023,საბურთალო,ახალი აშენებული,გარემონტებული,3,1679.49
11/3/2023,საბურთალო,ახალი აშენებული,თეთრი კარკასი,11,1400
11/3/2023,საბურთალო,ახალი აშენებული,მწვანე კარკასი,4,1447.77
11/3/2023,საბურთალო,ახალი აშენებული,შავი კარკასი,3,1186.57
11/3/2023,საბურთალო,ახალი აშენებული,ძველი რემონტით,1,1345.84
11/3/2023,საბურთალო,მშენებარე,ახალი რემონტით,1,1241.07
11/3/2023,საბურთალო,მშენებარე,თეთრი კარკასი,3,1320.79
11/3/2023,საბურთალო,მშენებარე,შავი კარკასი,9,1021.58
11/3/2023,საბურთალო,ძველი აშენებული,ახალი რემონტით,7,1462.5
11/3/2023,საბურთალო,ძველი აშენებული,გარემონტებული,9,1272.73
11/3/2023,საბურთალო,ძველი აშენებული,სარემონტო,1,1369.43
11/3/2023,საბურთალო,ძველი აშენებული,ძველი რემონტით,8,1339.67
11/3/2023,სამგორი,ახალი აშენებული,ახალი რემონტით,12,1304.03
11/3/2023,სამგორი,ახალი აშენებული,გარემონტებული,1,989.8
11/3/2023,სამგორი,ახალი აშენებული,მწვანე კარკასი,1,760.74
11/3/2023,სამგორი,მშენებარე,მწვანე კარკასი,2,760.235
11/3/2023,ორთაჭალა,ძველი აშენებული,ძველი რემონტით,1,596.49
11/3/2023,ისანი,ახალი აშენებული,გარემონტებული,2,1207.405
11/3/2023,ვერა,ძველი აშენებული,სარემონტო,1,1126.13
11/3/2023,თემქა,ძველი აშენებული,ძველი რემონტით,5,846.15
11/3/2023,დიდი დიღომი,ძველი აშენებული,გარემონტებული,1,863.64
11/3/2023,დიდი დიღომი,ძველი აშენებული,ძველი რემონტით,1,686.96
11/3/2023,დიდუბე,ახალი აშენებული,ახალი რემონტით,8,1539.94
11/3/2023,დიდუბე,ახალი აშენებული,გარემონტებული,1,1491.23
11/3/2023,დიდუბე,ახალი აშენებული,მწვანე კარკასი,2,1264.345
11/3/2023,დიდუბე,ახალი აშენებული,შავი კარკასი,2,1172.505
11/3/2023,დიდუბე,მშენებარე,თეთრი კარკასი,1,1056.34
11/3/2023,დიდი დიღომი,ძველი აშენებული,ახალი რემონტით,1,755.81
11/3/2023,დიდუბე,ძველი აშენებული,ძველი რემონტით,1,1066.67
11/3/2023,დიღმის მასივი,ახალი აშენებული,გარემონტებული,2,1000
11/3/2023,დიღმის მასივი,ახალი აშენებული,მწვანე კარკასი,3,1050.75
11/3/2023,დიღმის მასივი,ახალი აშენებული,შავი კარკასი,1,1200
11/3/2023,დიღმის მასივი,ძველი აშენებული,ახალი რემონტით,5,961.17
11/3/2023,დიღმის მასივი,ძველი აშენებული,გარემონტებული,2,1033.6
11/3/2023,დიღმის მასივი,ძველი აშენებული,მიმდინარე რემონტი,1,1340.43
11/3/2023,დიღმის მასივი,ძველი აშენებული,სარემონტო,1,621.43
11/3/2023,დიღმის მასივი,ახალი აშენებული,ახალი რემონტით,12,1389.775
11/3/2023,დიდი დიღომი,მშენებარე,მწვანე კარკასი,2,779.88
11/3/2023,დიდი დიღომი,მშენებარე,თეთრი კარკასი,1,560.84
11/3/2023,დიდი დიღომი,ახალი აშენებული,შავი კარკასი,2,860.28
11/3/2023,ავაჭალა,ახალი აშენებული,ახალი რემონტით,1,1388.89
11/3/2023,ავლაბარი,ახალი აშენებული,ახალი რემონტით,1,1537.5
11/3/2023,ბაგები,ახალი აშენებული,ახალი რემონტით,5,1661.11
11/3/2023,ბაგები,ახალი აშენებული,შავი კარკასი,1,850.88
11/3/2023,გლდანი,ახალი აშენებული,ახალი რემონტით,11,1250
11/3/2023,გლდანი,ახალი აშენებული,თეთრი კარკასი,1,944.72
11/3/2023,გლდანი,ახალი აშენებული,მიმდინარე რემონტი,2,1092.065
11/3/2023,გლდანი,ახალი აშენებული,მწვანე კარკასი,1,730
11/3/2023,გლდანი,ახალი აშენებული,სარემონტო,1,720.2
11/3/2023,გლდანი,მშენებარე,თეთრი კარკასი,1,815.01
11/3/2023,გლდანი,ძველი აშენებული,გარემონტებული,2,1018.75
11/3/2023,გლდანი,ძველი აშენებული,სარემონტო,1,947.92
11/3/2023,გლდანი,ძველი აშენებული,ძველი რემონტით,4,906.745
11/3/2023,დიდი დიღომი,ახალი აშენებული,ახალი რემონტით,50,1299.69
11/3/2023,ისანი,ახალი აშენებული,ახალი რემონტით,10,1416.665
11/3/2023,დიდი დიღომი,ახალი აშენებული,თეთრი კარკასი,4,822.66
11/3/2023,დიდი დიღომი,ახალი აშენებული,მწვანე კარკასი,7,852.46
11/3/2023,დიღმის მასივი,ძველი აშენებული,ძველი რემონტით,4,807.305
11/3/2023,დიღომი,ძველი აშენებული,სარემონტო,1,826.67
11/3/2023,დიდი დიღომი,ახალი აშენებული,გარემონტებული,5,1126.76
11/3/2023,ვაზისუბანი,ახალი აშენებული,მწვანე კარკასი,3,856.25
11/3/2023,ვარკეთილი,ძველი აშენებული,სარემონტო,1,671.05
11/3/2023,ვარკეთილი,ძველი აშენებული,ძველი რემონტით,3,788.04
11/3/2023,ვაშლიჯვარი,ახალი აშენებული,ახალი რემონტით,3,1400
11/3/2023,ვაშლიჯვარი,ახალი აშენებული,მწვანე კარკასი,1,1164.38
11/3/2023,ვაშლიჯვარი,ძველი აშენებული,სარემონტო,1,754.9
11/3/2023,ვერა,ახალი აშენებული,ახალი რემონტით,8,2411.125
11/3/2023,ვერა,ახალი აშენებული,თეთრი კარკასი,1,3803.42
11/3/2023,ვარკეთილი,ძველი აშენებული,გარემონტებული,4,1040.025
11/3/2023,ვერა,ძველი აშენებული,ახალი რემონტით,5,2251.5
11/3/2023,ზაჰესი,ახალი აშენებული,მწვანე კარკასი,1,951.61
11/3/2023,თემქა,ახალი აშენებული,ახალი რემონტით,2,1201.165
11/3/2023,თემქა,ახალი აშენებული,მიმდინარე რემონტი,3,1111.11
11/3/2023,თემქა,ძველი აშენებული,ახალი რემონტით,1,955.88
11/3/2023,თემქა,ძველი აშენებული,გარემონტებული,1,948.28
11/3/2023,თემქა,ძველი აშენებული,სარემონტო,1,600
11/3/2023,ვაზისუბანი,ახალი აშენებული,ახალი რემონტით,4,1136.72
11/3/2023,ვეძისი,ახალი აშენებული,ახალი რემონტით,1,1502.24
11/3/2023,ვარკეთილი,ძველი აშენებული,ახალი რემონტით,1,903.53
11/3/2023,ვერა,ძველი აშენებული,ძველი რემონტით,1,1623.19
11/3/2023,ვარკეთილი,ახალი აშენებული,თეთრი კარკასი,1,970.15
11/3/2023,ვაზისუბანი,ძველი აშენებული,გარემონტებული,2,831.665
11/3/2023,ვარკეთილი,ახალი აშენებული,მწვანე კარკასი,3,1132.08
11/3/2023,ვაზისუბანი,ძველი აშენებული,სარემონტო,1,800
11/3/2023,ვაზისუბანი,ძველი აშენებული,ძველი რემონტით,4,797.875
11/3/2023,ვაკე,ახალი აშენებული,ახალი რემონტით,28,2550.095
11/3/2023,ვაკე,ახალი აშენებული,თეთრი კარკასი,2,1843.15
11/3/2023,ვაკე,ახალი აშენებული,მწვანე კარკასი,1,2068.97
11/3/2023,ვაკე,ახალი აშენებული,შავი კარკასი,1,1875
11/3/2023,ვაკე,ახალი აშენებული,გარემონტებული,1,2675.59
11/3/2023,ვაკე,ძველი აშენებული,ახალი რემონტით,3,2387.76
11/3/2023,ვაკე,ძველი აშენებული,ძველი რემონტით,4,1576.7
11/3/2023,ვაჟა-ფშაველა,ახალი აშენებული,ახალი რემონტით,7,1518.99
11/3/2023,ვაჟა-ფშაველა,ახალი აშენებული,მიმდინარე რემონტი,2,1814.205
11/3/2023,ვაჟა-ფშაველა,ძველი აშენებული,ახალი რემონტით,2,1346.92
11/3/2023,ვაჟა-ფშაველა,ძველი აშენებული,ძველი რემონტით,6,1412.7
11/3/2023,ვარკეთილი,ახალი აშენებული,გარემონტებული,1,1138.89
11/3/2023,ვარკეთილი,ახალი აშენებული,ახალი რემონტით,7,1233.77
11/4/2023,ნუცუბიძის პლატო,ახალი აშენებული,ახალი რემონტით,3,1451.61
11/4/2023,მუხიანი,ძველი აშენებული,ძველი რემონტით,1,1020.41
11/4/2023,ნავთლუღი,ძველი აშენებული,გარემონტებული,1,759.26
11/4/2023,ნაძალადევი,ახალი აშენებული,ახალი რემონტით,8,1237.245
11/4/2023,ნაძალადევი,ძველი აშენებული,გარემონტებული,1,1013.51
11/4/2023,ნაძალადევი,ახალი აშენებული,შავი კარკასი,1,1114.75
11/4/2023,ნუცუბიძის პლატო,ახალი აშენებული,გარემონტებული,1,1388.89
11/4/2023,ნაძალადევი,ძველი აშენებული,სარემონტო,1,878.38
11/4/2023,მუხიანი,ახალი აშენებული,მწვანე კარკასი,2,835.48
11/4/2023,ნაძალადევი,ახალი აშენებული,თეთრი კარკასი,3,1114.75
11/4/2023,მუხიანი,ახალი აშენებული,ახალი რემონტით,1,1198.35
11/4/2023,ისანი,ახალი აშენებული,ახალი რემონტით,11,1324.32
11/4/2023,მთაწმინდა,ახალი აშენებული,თეთრი კარკასი,1,2000
11/4/2023,ლისის ტბის დასახლება,ძველი აშენებული,სარემონტო,1,659.26
11/4/2023,ლისის ტბის დასახლება,ახალი აშენებული,თეთრი კარკასი,1,1054.35
11/4/2023,ლისის ტბის დასახლება,ახალი აშენებული,ახალი რემონტით,4,1679.92
11/4/2023,ისანი,ძველი აშენებული,ძველი რემონტით,1,925
11/4/2023,ისანი,ახალი აშენებული,მწვანე კარკასი,1,1619.05
11/4/2023,ივერთუბანი,ახალი აშენებული,შავი კარკასი,1,1137.5
11/4/2023,თემქა,ახალი აშენებული,მწვანე კარკასი,1,943.4
11/4/2023,ნუცუბიძის პლატო,ძველი აშენებული,გარემონტებული,2,994.19
11/4/2023,თემქა,ახალი აშენებული,ახალი რემონტით,1,1195.12
11/4/2023,მთაწმინდა,ძველი აშენებული,ახალი რემონტით,1,1976.74
11/4/2023,ნუცუბიძის პლატო,ძველი აშენებული,ძველი რემონტით,2,867.95
11/4/2023,სანზონა,ახალი აშენებული,ახალი რემონტით,3,1214.29
11/4/2023,ორთაჭალა,ახალი აშენებული,მწვანე კარკასი,1,2831.33
11/4/2023,ზაჰესი,ახალი აშენებული,ახალი რემონტით,1,1259.74
11/4/2023,ჩუღურეთი,ახალი აშენებული,თეთრი კარკასი,1,1133.33
11/4/2023,ჩუღურეთი,ახალი აშენებული,გარემონტებული,1,1675
11/4/2023,ჩუღურეთი,ახალი აშენებული,ახალი რემონტით,1,1801.29
11/4/2023,სანზონა,ძველი აშენებული,გარემონტებული,1,1030
11/4/2023,სანზონა,ძველი აშენებული,ახალი რემონტით,2,1000.67
11/4/2023,სანზონა,ახალი აშენებული,მწვანე კარკასი,1,1060.34
11/4/2023,ჩუღურეთი,ძველი აშენებული,გარემონტებული,1,1421.05
11/4/2023,სამგორი,ძველი აშენებული,გარემონტებული,1,827.59
11/4/2023,სამგორი,ახალი აშენებული,მწვანე კარკასი,2,944.3
11/4/2023,სამგორი,ახალი აშენებული,გარემონტებული,2,1133.33
11/4/2023,სამგორი,ახალი აშენებული,ახალი რემონტით,3,1326.53
11/4/2023,საბურთალო,ძველი აშენებული,ძველი რემონტით,5,1179.25
11/4/2023,საბურთალო,ძველი აშენებული,სარემონტო,1,1175.44
11/4/2023,საბურთალო,ძველი აშენებული,გარემონტებული,1,1615.38
11/4/2023,საბურთალო,ძველი აშენებული,ახალი რემონტით,9,1179.25
11/4/2023,საბურთალო,ახალი აშენებული,ძველი რემონტით,1,814.61
11/4/2023,საბურთალო,ახალი აშენებული,შავი კარკასი,1,1247.19
11/4/2023,საბურთალო,ახალი აშენებული,მწვანე კარკასი,7,2030.46
11/4/2023,საბურთალო,ახალი აშენებული,თეთრი კარკასი,4,1356.615
11/4/2023,საბურთალო,ახალი აშენებული,გარემონტებული,3,1866.67
11/4/2023,საბურთალო,ახალი აშენებული,ახალი რემონტით,36,1719.99
11/4/2023,ორთაჭალა,ძველი აშენებული,ძველი რემონტით,1,411.76
11/4/2023,ორთაჭალა,ახალი აშენებული,ახალი რემონტით,4,1883.335
11/4/2023,ვერა,ახალი აშენებული,ახალი რემონტით,2,2388.475
11/4/2023,სამგორი,ძველი აშენებული,ძველი რემონტით,1,932.2
11/4/2023,ვარკეთილი,ძველი აშენებული,ძველი რემონტით,2,742.815
11/4/2023,დიღმის მასივი,ახალი აშენებული,ძველი რემონტით,1,1024.39
11/4/2023,დიღმის მასივი,ახალი აშენებული,მწვანე კარკასი,2,933.21
11/4/2023,დიღმის მასივი,ახალი აშენებული,თეთრი კარკასი,1,1204.82
11/4/2023,დიღმის მასივი,ახალი აშენებული,ახალი რემონტით,2,1430.615
11/4/2023,დიდუბე,ძველი აშენებული,ძველი რემონტით,2,1196.18
11/4/2023,დიდუბე,ძველი აშენებული,ახალი რემონტით,2,1403.845
11/4/2023,დიდუბე,მშენებარე,თეთრი კარკასი,1,726.5
11/4/2023,დიდუბე,ახალი აშენებული,შავი კარკასი,1,1142.32
11/4/2023,დიდუბე,ახალი აშენებული,მწვანე კარკასი,1,1306.12
11/4/2023,დიდუბე,ახალი აშენებული,ახალი რემონტით,7,1533.33
11/4/2023,დიდი დიღომი,ძველი აშენებული,გარემონტებული,1,1136.36
11/4/2023,დიდი დიღომი,ძველი აშენებული,ახალი რემონტით,2,974.225
11/4/2023,დიდი დიღომი,ახალი აშენებული,შავი კარკასი,2,846.6
11/4/2023,დიდი დიღომი,ახალი აშენებული,მწვანე კარკასი,5,780.25
11/4/2023,დიდი დიღომი,ახალი აშენებული,გარემონტებული,1,1365.38
11/4/2023,დიდი დიღომი,ახალი აშენებული,ახალი რემონტით,16,1256.365
11/4/2023,გლდანი,ძველი აშენებული,გარემონტებული,2,971.265
11/4/2023,გლდანი,ახალი აშენებული,მწვანე კარკასი,2,940.465
11/4/2023,გლდანი,ახალი აშენებული,ახალი რემონტით,5,1214.29
11/4/2023,ბაგები,ახალი აშენებული,ახალი რემონტით,2,2326.84
11/4/2023,აფრიკის დასახლება,ძველი აშენებული,ძველი რემონტით,1,728.57
11/4/2023,ავლაბარი,ახალი აშენებული,ახალი რემონტით,1,2306.45
11/4/2023,ვაშლიჯვარი,ახალი აშენებული,ახალი რემონტით,2,1783.615
11/4/2023,დიღმის მასივი,ძველი აშენებული,ახალი რემონტით,1,1031.75
11/4/2023,დიღმის მასივი,ძველი აშენებული,გარემონტებული,1,1100
11/4/2023,გლდანი,ახალი აშენებული,თეთრი კარკასი,1,961.54
11/4/2023,დიღომი,მშენებარე,თეთრი კარკასი,1,721.43
11/4/2023,დიღმის მასივი,ძველი აშენებული,ძველი რემონტით,1,778.69
11/4/2023,ვარკეთილი,ძველი აშენებული,სარემონტო,1,783.78
11/4/2023,ვარკეთილი,ძველი აშენებული,გარემონტებული,1,1000
11/4/2023,ვარკეთილი,მშენებარე,მწვანე კარკასი,1,1005.26
11/4/2023,ვარკეთილი,ახალი აშენებული,ახალი რემონტით,1,1179.49
11/4/2023,ვაჟა-ფშაველა,ძველი აშენებული,ძველი რემონტით,1,1276.79
11/4/2023,ვაჟა-ფშაველა,ძველი აშენებული,სარემონტო,1,1041.67
11/4/2023,ვაჟა-ფშაველა,ძველი აშენებული,გარემონტებული,2,1199.36
11/4/2023,ვაჟა-ფშაველა,ძველი აშენებული,ახალი რემონტით,2,1204.43
11/4/2023,ვაჟა-ფშაველა,ახალი აშენებული,ახალი რემონტით,1,1645.16
11/4/2023,ვაკე,ძველი აშენებული,ძველი რემონტით,3,1565.22
11/4/2023,ვარკეთილი,ძველი აშენებული,ახალი რემონტით,3,905.88
11/4/2023,ვაკე,ძველი აშენებული,ახალი რემონტით,3,2129.63
11/4/2023,ვაკე,ძველი აშენებული,თეთრი კარკასი,1,930.11
11/4/2023,ვაზისუბანი,ახალი აშენებული,ახალი რემონტით,4,1195.675
11/4/2023,ვაზისუბანი,მშენებარე,მწვანე კარკასი,1,865.45
11/4/2023,ვაზისუბანი,ძველი აშენებული,ახალი რემონტით,3,1015.38
11/4/2023,ვაზისუბანი,ახალი აშენებული,მწვანე კარკასი,2,878.175
11/4/2023,ვაკე,ახალი აშენებული,ახალი რემონტით,7,2094.59
11/4/2023,ვაკე,ახალი აშენებული,გარემონტებული,1,1677.42
11/4/2023,ვაკე,ახალი აშენებული,თეთრი კარკასი,2,2096.55
11/4/2023,ვაკე,ახალი აშენებული,მწვანე კარკასი,1,2500
11/4/2023,ვაზისუბანი,ძველი აშენებული,ძველი რემონტით,2,770.83
11/4/2023,დიღომი,ძველი აშენებული,ძველი რემონტით,2,798.375
11/5/2023,ნუცუბიძის პლატო,ძველი აშენებული,ახალი რემონტით,1,1250
11/5/2023,ნაძალადევი,ძველი აშენებული,ძველი რემონტით,1,911.11
11/5/2023,მთაწმინდა,ძველი აშენებული,ახალი რემონტით,1,2500
11/5/2023,ნაძალადევი,ახალი აშენებული,თეთრი კარკასი,1,1050.35
11/5/2023,ნაძალადევი,ახალი აშენებული,ახალი რემონტით,1,1637.68
11/5/2023,მუხიანი,ძველი აშენებული,ძველი რემონტით,1,958.33
11/5/2023,მუხიანი,მშენებარე,მიმდინარე რემონტი,1,934.92
11/5/2023,მუხიანი,ახალი აშენებული,მწვანე კარკასი,1,856.35
11/5/2023,მუხიანი,ახალი აშენებული,თეთრი კარკასი,1,820.51
11/5/2023,ისანი,ახალი აშენებული,თეთრი კარკასი,1,920.35
11/5/2023,ისანი,ძველი აშენებული,სარემონტო,1,1104.65
11/5/2023,ისანი,ძველი აშენებული,გარემონტებული,1,820.75
11/5/2023,ისანი,ახალი აშენებული,ძველი რემონტით,1,833.33
11/5/2023,ისანი,ახალი აშენებული,ახალი რემონტით,9,1250
11/5/2023,ზაჰესი,მშენებარე,შავი კარკასი,1,700
11/5/2023,ვაშლიჯვარი,ახალი აშენებული,თეთრი კარკასი,1,950.94
11/5/2023,ორთაჭალა,ახალი აშენებული,ახალი რემონტით,1,1329.41
11/5/2023,ვაშლიჯვარი,ახალი აშენებული,ახალი რემონტით,1,1295.45
11/5/2023,მთაწმინდა,ახალი აშენებული,თეთრი კარკასი,2,3102.54
11/5/2023,ორთაჭალა,ახალი აშენებული,მწვანე კარკასი,2,1100
11/5/2023,სამგორი,ძველი აშენებული,გარემონტებული,1,1000
11/5/2023,საბურთალო,ახალი აშენებული,ახალი რემონტით,23,1839.29
11/5/2023,ვარკეთილი,ძველი აშენებული,ძველი რემონტით,2,904.165
11/5/2023,ჩუღურეთი,ძველი აშენებული,ძველი რემონტით,1,1495.65
11/5/2023,ჩუღურეთი,ძველი აშენებული,სარემონტო,1,1269.23
11/5/2023,ჩუღურეთი,ძველი აშენებული,ახალი რემონტით,1,1275.51
11/5/2023,ჩუღურეთი,ახალი აშენებული,გარემონტებული,1,1344
11/5/2023,ფონიჭალა,ძველი აშენებული,ძველი რემონტით,1,700
11/5/2023,სოფელი დიღომი,ახალი აშენებული,ახალი რემონტით,1,1268.66
11/5/2023,სანზონა,ძველი აშენებული,ძველი რემონტით,1,1036.36
11/5/2023,ორთაჭალა,მშენებარე,თეთრი კარკასი,1,1150
11/5/2023,სამგორი,ძველი აშენებული,ძველი რემონტით,1,1153.85
11/5/2023,სამგორი,ახალი აშენებული,გარემონტებული,1,1160
11/5/2023,საბურთალო,ძველი აშენებული,ძველი რემონტით,2,1072.615
11/5/2023,საბურთალო,ძველი აშენებული,გარემონტებული,2,1361.115
11/5/2023,საბურთალო,ძველი აშენებული,ახალი რემონტით,1,1402.17
11/5/2023,საბურთალო,მშენებარე,მწვანე კარკასი,1,1197.67
11/5/2023,საბურთალო,ახალი აშენებული,მიმდინარე რემონტი,1,1349.21
11/5/2023,საბურთალო,ახალი აშენებული,თეთრი კარკასი,1,1107.14
11/5/2023,საბურთალო,ახალი აშენებული,გარემონტებული,4,1375.11
11/5/2023,სამგორი,ახალი აშენებული,მიმდინარე რემონტი,1,1000
11/5/2023,ვარკეთილი,ძველი აშენებული,სარემონტო,2,718.18
11/5/2023,ლისის ტბის დასახლება,ახალი აშენებული,მწვანე კარკასი,1,1045.05
11/5/2023,ვარკეთილი,ახალი აშენებული,ახალი რემონტით,2,1279.17
11/5/2023,დიდი დიღომი,ძველი აშენებული,ძველი რემონტით,1,705.88
11/5/2023,დიდი დიღომი,ძველი აშენებული,ახალი რემონტით,1,1187.5
11/5/2023,დიდი დიღომი,მშენებარე,მწვანე კარკასი,2,780.25
11/5/2023,დიდი დიღომი,ახალი აშენებული,შავი კარკასი,1,786.75
11/5/2023,დიდი დიღომი,ახალი აშენებული,სარემონტო,1,400
11/5/2023,დიდი დიღომი,ახალი აშენებული,მწვანე კარკასი,6,920.19
11/5/2023,დიდი დიღომი,ახალი აშენებული,თეთრი კარკასი,1,910
11/5/2023,დიდი დიღომი,ახალი აშენებული,გარემონტებული,2,1314.295
11/5/2023,დიდი დიღომი,ახალი აშენებული,ახალი რემონტით,13,1242.86
11/5/2023,გლდანი,ძველი აშენებული,ძველი რემონტით,3,925
11/5/2023,გლდანი,ძველი აშენებული,სარემონტო,3,807.14
11/5/2023,გლდანი,ძველი აშენებული,ახალი რემონტით,2,1239.87
11/5/2023,გლდანი,მშენებარე,თეთრი კარკასი,1,1050
11/5/2023,გლდანი,ახალი აშენებული,ახალი რემონტით,5,1277.78
